type,list,answer
vehicles,"['guava', 'spaceship', 'masher', 'apple']",1
vehicles,"['convertible', 'mandoline', 'peeler', 'papaya']",1
utensils,"['cleaver', 'badger', 'accordion', 'pear', 'tambourine', 'mandoline']",2
fruits,"['jeep', 'harp', 'bulldozer', 'meat tenderizer']",0
musical instruments,"['lute', 'kangaroo', 'bus', 'banana', 'vietnamese']",1
animals,"['dolphin', 'lute', 'bicycle', 'elephant', 'piccolo']",2
utensils,"['masher', 'rambutan', 'banana', 'jeep']",1
musical instruments,"['bassoon', 'bulldozer', 'clarinet', 'minivan', 'whisk', 'jaguar']",2
languages,"['trombone', 'whisk', 'rolling pin', 'cleaver']",0
utensils,"['peeler', 'scooter', 'zester', 'penguin', 'clarinet', 'rolling pin', 'trombone']",3
musical instruments,"['sitar', 'gondola', 'cello', 'marimba', 'tambourine', 'orange']",4
vehicles,"['ferry', 'spaceship', 'bicycle', 'bus']",4
animals,"['lute', 'badger', 'trombone', 'walrus', 'minivan']",2
languages,"['grater', 'fig', 'hindi', 'hebrew', 'bulldozer', 'alpaca']",2
utensils,"['peeler', 'punjabi', 'masher', 'zester', 'finnish', 'hyena', 'guava', 'measuring cup']",4
utensils,"['mango', 'lion', 'vietnamese', 'buffalo']",0
musical instruments,"['van', 'trumpet', 'giraffe', 'gorilla']",1
musical instruments,"['leopard', 'cleaver', 'ferry', 'hindi']",0
animals,"['lion', 'fig', 'harp', 'leopard']",2
animals,"['spatula', 'koala', 'gondola', 'elephant', 'rolling pin', 'arabic']",2
animals,"['panther', 'gondola', 'ferry', 'bus', 'badger', 'yoruba']",2
languages,"['motorcycle', 'tagalog', 'chameleon', 'bassoon']",1
musical instruments,"['hebrew', 'norwegian', 'cherry', 'minivan']",0
fruits,"['colander', 'apricot', 'otter', 'minivan']",1
vehicles,"['tagalog', 'trumpet', 'convertible', 'measuring cup', 'bagpipe']",1
fruits,"['sedan', 'punjabi', 'kiwi', 'ladle', 'rambutan', 'orange']",3
animals,"['otter', 'lychee', 'buffalo', 'masher']",2
utensils,"['paring knife', 'hebrew', 'grater', 'spatula', 'skimmer', 'giraffe']",4
utensils,"['ladle', 'meat tenderizer', 'masher', 'spatula']",4
languages,"['marimba', 'mango', 'kiwi', 'tuba']",0
musical instruments,"['jeep', 'trombone', 'sitar', 'gondola', 'badger']",2
animals,"['badger', 'gorilla', 'guava', 'strainer', 'bicycle', 'walrus']",3
fruits,"['kiwi', 'marimba', 'pear', 'tram', 'apricot']",3
animals,"['orange', 'badger', 'leopard', 'buffalo', 'subway', 'koala', 'kiwi']",4
fruits,"['harp', 'grape', 'dolphin', 'lychee', 'kiwi', 'korean', 'apricot']",4
animals,"['oboe', 'rolling pin', 'giraffe', 'swahili', 'koala', 'vietnamese', 'chameleon']",3
musical instruments,"['trumpet', 'bassoon', 'mandolin', 'piccolo']",4
musical instruments,"['oboe', 'subway', 'cello', 'measuring cup', 'banjo', 'persimmon', 'meat tenderizer']",3
utensils,"['marimba', 'spatula', 'bassoon', 'xylophone']",1
utensils,"['whisk', 'paring knife', 'truck', 'trombone', 'bus', 'punjabi']",2
vehicles,"['papaya', 'walrus', 'sitar', 'buffalo']",0
vehicles,"['didgeridoo', 'bus', 'ladle', 'sloth', 'tongs']",1
animals,"['buffalo', 'mandolin', 'spaceship', 'trolley', 'lute', 'elephant']",2
musical instruments,"['trumpet', 'raccoon', 'czech', 'truck', 'slotted spoon', 'accordion']",2
utensils,"['skimmer', 'sitar', 'finnish', 'date', 'hungarian', 'cleaver']",2
musical instruments,"['hungarian', 'koala', 'korean', 'cherry']",0
vehicles,"['tagalog', 'bulldozer', 'orange', 'ferry', 'convertible', 'truck']",4
vehicles,"['badger', 'sedan', 'slotted spoon', 'czech']",1
vehicles,"['cello', 'panther', 'rice paddle', 'colander']",0
animals,"['zester', 'yoruba', 'gorilla', 'jaguar', 'cello', 'dolphin', 'peeler', 'alpaca']",4
musical instruments,"['bassoon', 'bagpipe', 'rice paddle', 'lychee', 'apricot', 'piccolo', 'hungarian', 'xylophone']",4
utensils,"['baster', 'strainer', 'sloth', 'hyena', 'pear', 'xylophone', 'slotted spoon']",3
vehicles,"['xylophone', 'hebrew', 'tagalog', 'truck', 'minivan', 'rambutan']",2
languages,"['walrus', 'bus', 'pear', 'xylophone']",0
musical instruments,"['clarinet', 'colander', 'walrus', 'didgeridoo', 'minivan']",2
utensils,"['banana', 'tongs', 'punjabi', 'jaguar', 'maori']",1
fruits,"['pomegranate', 'date', 'rice paddle', 'truck', 'trumpet']",2
animals,"['ladle', 'piccolo', 'penguin', 'harp', 'mandolin']",1
languages,"['hungarian', 'rice paddle', 'subway', 'badger', 'apricot']",1
vehicles,"['pomegranate', 'mandarin', 'rolling pin', 'lute']",0
vehicles,"['scooter', 'sloth', 'punjabi', 'tuba']",1
animals,"['badger', 'lion', 'mandoline', 'panther', 'mandarin', 'xylophone', 'koala']",4
vehicles,"['trombone', 'minivan', 'apple', 'mango', 'greek']",1
languages,"['swahili', 'punjabi', 'korean', 'tambourine', 'ladle', 'trombone', 'vietnamese']",4
musical instruments,"['spaceship', 'guava', 'banjo', 'harp']",2
fruits,"['plum', 'lute', 'guava', 'rambutan', 'ambulance', 'apple']",4
languages,"['czech', 'hungarian', 'tagalog', 'swahili']",4
musical instruments,"['mandolin', 'chameleon', 'didgeridoo', 'bus', 'sitar', 'tambourine']",4
fruits,"['grape', 'mandarin', 'leopard', 'spaceship']",1
animals,"['sitar', 'hyena', 'persian', 'maori']",1
languages,"['meat tenderizer', 'mango', 'finnish', 'penguin', 'cello']",1
utensils,"['measuring cup', 'meat tenderizer', 'skimmer', 'spatula']",4
languages,"['hindi', 'strainer', 'grater', 'tagalog', 'convertible', 'raccoon']",2
fruits,"['mandoline', 'tagalog', 'violin', 'pear', 'convertible']",1
languages,"['persian', 'punjabi', 'tagalog', 'greek', 'whisk']",4
utensils,"['banjo', 'spaceship', 'oboe', 'trombone']",0
vehicles,"['dolphin', 'yoruba', 'buffalo', 'cleaver']",0
vehicles,"['tambourine', 'fig', 'bus', 'tongs']",1
utensils,"['baster', 'date', 'guava', 'turkish', 'peeler', 'paring knife']",3
vehicles,"['trolley', 'van', 'badger', 'scooter']",3
animals,"['spaceship', 'hungarian', 'violin', 'greek']",0
languages,"['fig', 'skimmer', 'maori', 'piccolo']",1
utensils,"['persimmon', 'strainer', 'pear', 'hyena', 'skimmer', 'bulldozer']",2
musical instruments,"['hyena', 'tambourine', 'bagpipe', 'marimba', 'sloth', 'maori', 'tagalog']",3
animals,"['accordion', 'harp', 'mandarin', 'hebrew']",0
fruits,"['masher', 'bengali', 'guava', 'date', 'grape', 'hungarian']",3
animals,"['marimba', 'rice paddle', 'whisk', 'norwegian']",0
utensils,"['skimmer', 'jeep', 'spatula', 'melon', 'tram', 'meat tenderizer', 'rolling pin', 'hyena']",4
fruits,"['giraffe', 'peeler', 'hyena', 'thai']",0
vehicles,"['banana', 'giraffe', 'orange', 'trolley', 'van']",2
vehicles,"['buffalo', 'meat tenderizer', 'pear', 'greek']",0
musical instruments,"['rambutan', 'apricot', 'accordion', 'banjo', 'clarinet', 'harp']",4
vehicles,"['trombone', 'truck', 'van', 'didgeridoo', 'fig', 'violin']",2
vehicles,"['minivan', 'spaceship', 'bengali', 'strainer']",2
utensils,"['oboe', 'tagalog', 'gondola', 'chameleon']",0
utensils,"['peeler', 'rolling pin', 'marimba', 'mandoline', 'strainer', 'orange', 'hebrew', 'walrus']",4
animals,"['skimmer', 'lion', 'gondola', 'leopard', 'accordion', 'banana']",2
musical instruments,"['lute', 'bassoon', 'buffalo', 'oboe', 'sloth', 'plum', 'accordion']",4
animals,"['zester', 'papaya', 'banjo', 'guava']",0
languages,"['panther', 'elephant', 'trolley', 'norwegian', 'mango', 'finnish', 'greek']",3
languages,"['banjo', 'vietnamese', 'tongs', 'swahili']",2
animals,"['mango', 'czech', 'truck', 'hebrew']",0
utensils,"['scooter', 'greek', 'paring knife', 'kiwi', 'grater']",2
languages,"['tambourine', 'melon', 'van', 'trumpet', 'czech']",1
musical instruments,"['hungarian', 'hindi', 'kiwi', 'trumpet']",1
animals,"['lute', 'sloth', 'leopard', 'slotted spoon', 'accordion']",2
musical instruments,"['trombone', 'vietnamese', 'motorcycle', 'elephant']",1
languages,"['greek', 'mango', 'sloth', 'bassoon']",1
musical instruments,"['lute', 'xylophone', 'slotted spoon', 'fig']",2
fruits,"['zester', 'van', 'peach', 'peeler', 'finnish']",1
vehicles,"['peeler', 'bicycle', 'hungarian', 'van', 'bus', 'leopard', 'didgeridoo', 'sedan']",4
languages,"['tongs', 'marimba', 'fig', 'peach']",0
utensils,"['measuring cup', 'cleaver', 'otter', 'bulldozer']",2
languages,"['koala', 'persian', 'thai', 'sitar', 'lion']",2
vehicles,"['fig', 'giraffe', 'kiwi', 'accordion']",0
animals,"['xylophone', 'guava', 'elephant', 'baster']",1
animals,"['peeler', 'ladle', 'giraffe', 'spatula']",1
utensils,"['masher', 'oboe', 'meat tenderizer', 'mandolin', 'koala']",2
vehicles,"['bicycle', 'chameleon', 'sedan', 'trolley']",3
vehicles,"['meat tenderizer', 'rolling pin', 'zester', 'tram', 'motorcycle', 'lychee', 'bulldozer']",3
languages,"['yoruba', 'banana', 'apricot', 'xylophone', 'scooter']",1
musical instruments,"['motorcycle', 'mandolin', 'violin', 'didgeridoo', 'mandoline']",3
utensils,"['persian', 'bus', 'scooter', 'rolling pin', 'tongs']",2
fruits,"['fig', 'skimmer', 'thai', 'accordion', 'colander']",1
utensils,"['dolphin', 'arabic', 'sitar', 'mandolin']",0
utensils,"['zester', 'sedan', 'jeep', 'baster', 'buffalo', 'cleaver', 'badger', 'mandoline']",4
languages,"['mandoline', 'sloth', 'penguin', 'gondola']",0
languages,"['mandoline', 'tram', 'swahili', 'convertible', 'turkish', 'tagalog']",3
utensils,"['cello', 'grater', 'whisk', 'mandoline', 'apple', 'guava', 'peeler']",4
animals,"['mandoline', 'lion', 'alpaca', 'sloth']",3
musical instruments,"['sedan', 'marimba', 'sitar', 'ferry', 'harp']",3
languages,"['yoruba', 'jeep', 'strainer', 'whisk', 'tagalog', 'gorilla', 'hungarian']",3
musical instruments,"['trumpet', 'hungarian', 'rambutan', 'koala', 'ladle', 'clarinet']",2
languages,"['lychee', 'guava', 'hindi', 'tagalog', 'spatula']",2
languages,"['truck', 'norwegian', 'vietnamese', 'walrus', 'korean', 'hungarian', 'persimmon']",4
vehicles,"['convertible', 'truck', 'bicycle', 'papaya', 'bus']",4
musical instruments,"['cello', 'alpaca', 'colander', 'hyena', 'chameleon']",1
fruits,"['gondola', 'plum', 'peach', 'guava', 'otter', 'whisk', 'persimmon']",4
vehicles,"['spaceship', 'truck', 'tuba', 'yoruba', 'peach']",2
animals,"['dolphin', 'hebrew', 'leopard', 'rice paddle']",2
fruits,"['penguin', 'hungarian', 'leopard', 'cherry']",1
languages,"['accordion', 'turkish', 'piccolo', 'jaguar', 'trumpet', 'hebrew']",2
utensils,"['rolling pin', 'mango', 'piccolo', 'rice paddle', 'lion', 'clarinet', 'masher']",3
languages,"['hindi', 'arabic', 'whisk', 'colander', 'punjabi', 'elephant']",3
languages,"['van', 'trolley', 'persimmon', 'fig']",0
fruits,"['accordion', 'turkish', 'melon', 'badger', 'clarinet', 'lychee']",2
musical instruments,"['xylophone', 'trombone', 'spatula', 'bassoon', 'mango', 'bengali']",3
utensils,"['skimmer', 'measuring cup', 'mango', 'lute']",2
languages,"['kiwi', 'cherry', 'rice paddle', 'hindi']",1
musical instruments,"['apricot', 'ladle', 'banana', 'mandoline']",0
animals,"['lion', 'raccoon', 'cello', 'date', 'bulldozer', 'mandolin']",2
animals,"['raccoon', 'strainer', 'koala', 'tongs', 'baster', 'czech', 'chameleon']",3
musical instruments,"['lute', 'trumpet', 'minivan', 'greek', 'banjo', 'bulldozer']",3
musical instruments,"['marimba', 'tuba', 'sloth', 'jeep']",2
utensils,"['scooter', 'motorcycle', 'sedan', 'greek']",0
animals,"['kangaroo', 'motorcycle', 'chameleon', 'badger']",3
musical instruments,"['plum', 'accordion', 'peeler', 'spaceship']",1
vehicles,"['maori', 'sedan', 'trolley', 'jeep', 'hebrew', 'kangaroo', 'scooter', 'czech']",4
languages,"['didgeridoo', 'swahili', 'hungarian', 'paring knife', 'peach', 'turkish']",3
musical instruments,"['grape', 'tambourine', 'xylophone', 'piccolo', 'didgeridoo']",4
vehicles,"['minivan', 'lion', 'buffalo', 'gondola', 'masher']",2
vehicles,"['peach', 'lute', 'bulldozer', 'ladle']",1
vehicles,"['fig', 'zester', 'paring knife', 'kangaroo', 'truck']",1
musical instruments,"['giraffe', 'dolphin', 'trombone', 'otter', 'harp', 'tambourine', 'slotted spoon']",3
utensils,"['slotted spoon', 'mandoline', 'peeler', 'baster']",4
languages,"['korean', 'finnish', 'arabic', 'guava', 'gorilla', 'kiwi', 'convertible']",3
animals,"['panther', 'giraffe', 'buffalo', 'accordion', 'raccoon']",4
utensils,"['arabic', 'slotted spoon', 'meat tenderizer', 'skimmer']",3
languages,"['scooter', 'harp', 'maori', 'badger', 'bus']",1
utensils,"['guava', 'czech', 'bicycle', 'buffalo']",0
utensils,"['ferry', 'mandolin', 'mango', 'penguin']",0
utensils,"['masher', 'convertible', 'bengali', 'papaya', 'tongs', 'rambutan']",2
musical instruments,"['hungarian', 'baster', 'trumpet', 'tuba']",2
vehicles,"['otter', 'cherry', 'xylophone', 'trumpet']",0
utensils,"['meat tenderizer', 'paring knife', 'peeler', 'measuring cup']",4
musical instruments,"['clarinet', 'colander', 'sloth', 'koala', 'jaguar']",1
fruits,"['cherry', 'grater', 'date', 'lychee']",3
fruits,"['rolling pin', 'buffalo', 'date', 'subway']",1
animals,"['truck', 'punjabi', 'swahili', 'buffalo']",1
fruits,"['hyena', 'orange', 'slotted spoon', 'motorcycle', 'kiwi', 'buffalo']",2
vehicles,"['hyena', 'meat tenderizer', 'cello', 'walrus']",0
musical instruments,"['violin', 'scooter', 'measuring cup', 'gondola', 'lute', 'mandolin', 'grater', 'accordion']",4
musical instruments,"['jeep', 'measuring cup', 'grape', 'hyena']",0
utensils,"['tagalog', 'strainer', 'bagpipe', 'colander', 'tuba']",2
fruits,"['melon', 'raccoon', 'trombone', 'alpaca']",1
fruits,"['rambutan', 'guava', 'cherry', 'papaya', 'scooter']",4
utensils,"['cleaver', 'meat tenderizer', 'tram', 'colander']",3
utensils,"['buffalo', 'apple', 'baster', 'persimmon']",1
languages,"['sloth', 'elephant', 'trumpet', 'raccoon']",0
utensils,"['rice paddle', 'gondola', 'pear', 'mandoline', 'meat tenderizer', 'maori', 'bus']",3
vehicles,"['alpaca', 'hindi', 'gondola', 'gorilla', 'kiwi', 'ambulance']",2
languages,"['korean', 'hungarian', 'bengali', 'ambulance', 'elephant']",3
musical instruments,"['koala', 'xylophone', 'piccolo', 'oboe']",3
utensils,"['norwegian', 'grape', 'baster', 'peeler']",2
vehicles,"['trolley', 'lute', 'alpaca', 'bicycle', 'didgeridoo', 'sloth', 'tram']",3
utensils,"['whisk', 'zester', 'panther', 'strainer', 'date', 'guava', 'mandolin', 'rice paddle']",4
utensils,"['plum', 'slotted spoon', 'spatula', 'jeep', 'masher']",3
fruits,"['badger', 'mandolin', 'ferry', 'leopard']",0
fruits,"['truck', 'apple', 'apricot', 'lychee', 'pear']",4
utensils,"['apple', 'rice paddle', 'colander', 'baster', 'giraffe']",3
fruits,"['rambutan', 'hebrew', 'giraffe', 'fig', 'zester']",2
animals,"['xylophone', 'greek', 'raccoon', 'guava', 'tagalog', 'koala']",2
vehicles,"['koala', 'mandolin', 'spaceship', 'panther', 'convertible']",2
fruits,"['peach', 'persimmon', 'plum', 'apricot']",4
utensils,"['mandarin', 'truck', 'otter', 'tuba']",0
utensils,"['penguin', 'rice paddle', 'alpaca', 'subway']",1
languages,"['bicycle', 'tagalog', 'rolling pin', 'skimmer']",1
utensils,"['rice paddle', 'gondola', 'bus', 'chameleon']",1
fruits,"['sloth', 'apple', 'kiwi', 'harp', 'tongs', 'greek']",2
fruits,"['panther', 'clarinet', 'bengali', 'bassoon']",0
musical instruments,"['scooter', 'marimba', 'fig', 'colander']",1
musical instruments,"['trumpet', 'buffalo', 'kiwi', 'apple']",1
animals,"['hyena', 'peeler', 'norwegian', 'melon']",1
musical instruments,"['buffalo', 'greek', 'didgeridoo', 'oboe', 'lute', 'trumpet']",4
languages,"['bus', 'tagalog', 'bagpipe', 'tongs', 'panther', 'czech']",2
vehicles,"['bicycle', 'hindi', 'hyena', 'arabic', 'buffalo', 'bus']",2
musical instruments,"['oboe', 'orange', 'papaya', 'swahili']",1
vehicles,"['penguin', 'cleaver', 'harp', 'pear']",0
musical instruments,"['pear', 'bagpipe', 'scooter', 'oboe', 'tambourine']",3
vehicles,"['bassoon', 'ambulance', 'subway', 'pomegranate', 'fig']",2
utensils,"['paring knife', 'sedan', 'skimmer', 'grater']",3
animals,"['oboe', 'czech', 'leopard', 'gorilla', 'colander', 'fig', 'koala']",3
languages,"['lion', 'hindi', 'tongs', 'persian', 'jeep', 'giraffe']",2
musical instruments,"['tambourine', 'harp', 'slotted spoon', 'clarinet']",3
animals,"['yoruba', 'koala', 'sloth', 'pomegranate', 'slotted spoon', 'buffalo']",3
musical instruments,"['van', 'maori', 'kangaroo', 'persian']",0
languages,"['lychee', 'masher', 'jeep', 'meat tenderizer']",0
utensils,"['measuring cup', 'scooter', 'masher', 'paring knife']",3
vehicles,"['bulldozer', 'van', 'violin', 'otter', 'apple', 'apricot', 'scooter', 'spaceship']",4
fruits,"['walrus', 'grape', 'tagalog', 'plum']",2
vehicles,"['xylophone', 'rice paddle', 'guava', 'vietnamese']",0
musical instruments,"['spatula', 'persimmon', 'trolley', 'mandarin', 'bagpipe']",1
fruits,"['marimba', 'finnish', 'banjo', 'mandoline']",0
animals,"['grape', 'clarinet', 'masher', 'bassoon']",0
fruits,"['gondola', 'fig', 'truck', 'marimba', 'otter']",1
animals,"['dolphin', 'czech', 'vietnamese', 'giraffe']",2
fruits,"['slotted spoon', 'apple', 'lychee', 'yoruba', 'jeep', 'date', 'accordion', 'fig']",4
languages,"['maori', 'elephant', 'hindi', 'lychee', 'meat tenderizer', 'giraffe', 'bengali']",3
vehicles,"['swahili', 'elephant', 'hyena', 'trolley', 'cello']",1
languages,"['leopard', 'jeep', 'truck', 'pomegranate', 'norwegian']",1
utensils,"['alpaca', 'grater', 'rice paddle', 'spatula', 'jeep']",3
animals,"['grape', 'clarinet', 'cleaver', 'guava']",0
musical instruments,"['trolley', 'greek', 'violin', 'clarinet', 'marimba']",3
fruits,"['bassoon', 'dolphin', 'czech', 'persian']",0
utensils,"['sitar', 'rambutan', 'piccolo', 'rolling pin']",1
musical instruments,"['accordion', 'violin', 'peach', 'hebrew', 'persian']",2
utensils,"['thai', 'slotted spoon', 'rice paddle', 'czech', 'jeep']",2
musical instruments,"['truck', 'xylophone', 'spaceship', 'apricot', 'thai', 'accordion']",2
animals,"['colander', 'ladle', 'penguin', 'harp', 'strainer']",1
musical instruments,"['ferry', 'apple', 'lion', 'finnish', 'mandolin']",1
animals,"['buffalo', 'chameleon', 'truck', 'swahili', 'dolphin', 'maori']",3
utensils,"['penguin', 'rolling pin', 'plum', 'spatula', 'bulldozer', 'kiwi']",2
utensils,"['date', 'greek', 'rolling pin', 'slotted spoon', 'colander']",3
musical instruments,"['vietnamese', 'jeep', 'ladle', 'accordion']",1
animals,"['vietnamese', 'hyena', 'lion', 'accordion', 'measuring cup', 'koala']",3
vehicles,"['oboe', 'koala', 'bicycle', 'kiwi']",1
animals,"['walrus', 'persian', 'finnish', 'scooter', 'gorilla', 'punjabi', 'alpaca']",3
vehicles,"['peeler', 'finnish', 'sitar', 'rambutan']",0
fruits,"['peach', 'melon', 'zester', 'guava', 'tambourine']",3
languages,"['accordion', 'bicycle', 'thai', 'marimba']",1
musical instruments,"['didgeridoo', 'sloth', 'piccolo', 'ladle']",2
vehicles,"['truck', 'pomegranate', 'subway', 'gondola', 'trolley']",4
fruits,"['lychee', 'jaguar', 'van', 'banana']",2
musical instruments,"['subway', 'didgeridoo', 'thai', 'tuba', 'bagpipe', 'peach', 'trombone', 'truck']",4
languages,"['kangaroo', 'czech', 'melon', 'hindi', 'maori', 'jaguar']",3
vehicles,"['mandoline', 'mandolin', 'finnish', 'rice paddle']",0
musical instruments,"['bassoon', 'tambourine', 'clarinet', 'kangaroo', 'banjo', 'leopard', 'pomegranate']",4
vehicles,"['ferry', 'badger', 'korean', 'ladle', 'gondola', 'turkish']",2
animals,"['punjabi', 'sloth', 'rolling pin', 'trombone', 'czech']",1
fruits,"['rambutan', 'lychee', 'pomegranate', 'tambourine']",3
fruits,"['peach', 'didgeridoo', 'finnish', 'jeep', 'sloth', 'lychee', 'banana', 'kiwi']",4
animals,"['orange', 'rice paddle', 'penguin', 'sloth']",2
fruits,"['norwegian', 'jaguar', 'apricot', 'tagalog', 'banana', 'peeler', 'melon']",3
vehicles,"['slotted spoon', 'truck', 'didgeridoo', 'mandarin', 'jaguar', 'gondola', 'tram']",3
utensils,"['measuring cup', 'subway', 'vietnamese', 'zester']",2
utensils,"['cleaver', 'kangaroo', 'spatula', 'strainer', 'tram', 'marimba', 'meat tenderizer']",4
utensils,"['ladle', 'apricot', 'rice paddle', 'rolling pin']",3
musical instruments,"['mandoline', 'masher', 'mango', 'chameleon']",0
musical instruments,"['subway', 'tambourine', 'lute', 'cello']",3
vehicles,"['van', 'truck', 'apple', 'motorcycle']",3
